Player;Score
Player1;7
Player1;7
Player1;6
Player1;6
Player1;6
Player1;6
Player1;5
Player1;5
Player1;5
Player1;5
Player1;5
Player1;5
Player1;5
Player1;4
Player1;4
Player1;4
Player1;4
Player1;4
Player1;4
Player1;4
Player1;4
Player1;4
Player1;4
Player1;3
Player1;3
Player1;2
Player1;2
Christian;2
